"Year","est","lwr","upr","log_est","se","type","effort","replicate"
2016,401073.987190721,68446.8900600469,2350148.31294662,12.9019011959795,0.902102188605524,"index",0.1,3
2017,154714.583695614,17055.4188346334,1403460.2515595,11.9493373029364,1.12507886262168,"index",0.1,3
2018,25983.1474574502,3737.49261773019,180635.527838342,10.1652034321341,0.98932082677091,"index",0.1,3
2019,5039354.92831727,568355.091125186,44681746.482257,15.4327886414428,1.1134321833732,"index",0.1,3
2021,12798.6999199591,1771.42528845052,92471.7066585661,9.45709887599606,1.00897727833407,"index",0.1,3
2022,24252.530370865,3486.8533156374,168686.542319376,10.0962762361124,0.989569844998921,"index",0.1,3
2023,1017551.59847436,117814.994170829,8788450.59446689,13.8329099060444,1.10004015174251,"index",0.1,3
2024,660859.948983235,68615.8678213997,6364939.86065883,13.4012972189009,1.15564272632104,"index",0.1,3
2003,1795797.02261559,267188.138066846,12069723.4905997,14.4009595050964,0.972084790296144,"index",0.2,5
2004,68450.4660443397,10102.3610265808,463799.134614092,11.1338656392302,0.976212427271,"index",0.2,5
2005,538934.056558199,102496.361707171,2833758.31571548,13.1973484983586,0.846834906181861,"index",0.2,5
2006,221855.680610728,27595.3173603597,1783633.88166549,12.309782362117,1.06347922824277,"index",0.2,5
2007,273930.325823949,51145.4316524984,1467146.1552197,12.5206290677202,0.856240536215497,"index",0.2,5
2008,228745.106881709,47779.2853083181,1095125.71367858,12.3403635922279,0.799002502994915,"index",0.2,5
2009,275201.638338811,48604.1797094284,1558218.70047266,12.5252593382896,0.884605300670504,"index",0.2,5
2010,178021.429760443,34195.3734537107,926781.206143353,12.0896592139403,0.84175708951054,"index",0.2,5
2011,621697.540181085,125178.28326186,3087658.82863785,13.3402089836485,0.817726616439166,"index",0.2,5
2012,2084881.7425246,407883.108879704,10656807.7610548,14.5502226933929,0.83240650938882,"index",0.2,5
2013,196816.21963873,35502.1543836355,1091106.30003728,12.1900256770677,0.873830861225994,"index",0.2,5
2014,411628.476102715,78464.182151191,2159431.19131933,12.927876464472,0.845668061367885,"index",0.2,5
2015,927447.213398116,194842.118715612,4414642.6825475,13.7401911590658,0.796058656883932,"index",0.2,5
2016,83226.3936074166,14766.6483647789,469072.765991901,11.3293198073606,0.882257731795789,"index",0.2,5
2017,614672.033986142,131128.076903682,2881318.16073367,13.328844126474,0.788236073628453,"index",0.2,5
2018,3659807.33205305,520264.945966809,25744939.7880513,15.1129210624764,0.99533848866046,"index",0.2,5
2019,726104.307462532,74748.8819323995,7053315.73778524,13.4954489576776,1.1600006132236,"index",0.2,5
2021,158669.668547875,26854.8470617442,937486.765767388,11.9745797637859,0.906332039995768,"index",0.2,5
2022,214211.140877289,44843.8849238529,1023247.94013425,12.2747174472085,0.797859014970114,"index",0.2,5
2023,2775901.59376185,475706.994754442,16198268.5628308,14.8364861510475,0.89998019275826,"index",0.2,5
2024,1611967.09846317,293506.275647512,8853091.54223459,14.2929657914578,0.869052444212045,"index",0.2,5
2003,164654.113709939,29310.6343894136,924953.612447143,12.0116022720654,0.880575667756942,"index",0.2,6
2004,66532.9495452767,13975.5683759589,316740.84775036,11.1054525858172,0.796130250361567,"index",0.2,6
2005,1259096.29020668,139137.659317386,11393920.7816912,14.0459047916005,1.12383989304834,"index",0.2,6
2006,29040.7194104381,2856.39800803926,295254.156284304,10.2764542417186,1.18325519637326,"index",0.2,6
2007,126577.846799445,22139.9030446638,723668.53947201,11.748612787594,0.889544896889157,"index",0.2,6
2008,72075.5456377566,16982.4700070752,305896.861694209,11.1854700928943,0.737530479815089,"index",0.2,6
2009,40018.7518104938,6361.64245293186,251743.242145245,10.5971034185082,0.93831395000323,"index",0.2,6
2010,185018.409313319,42974.0638177634,796569.110382367,12.1282106089114,0.744839484173211,"index",0.2,6
2011,90545.0102840146,12608.7728727095,650213.860626911,11.4136023572545,1.00586248645536,"index",0.2,6
2012,174270.794388005,30938.0067333155,981650.49993095,12.0683656580193,0.881967716355425,"index",0.2,6
2013,338784.490185424,52774.113400266,2174833.8985761,12.7331194620387,0.948662018152133,"index",0.2,6
2014,43658.874481126,7270.42144395985,262171.5034886,10.6841618505945,0.914604720088509,"index",0.2,6
2015,271048.167171742,60441.7992728471,1215501.68610161,12.5100518227093,0.765634291768524,"index",0.2,6
2016,348553.534569793,70097.9332271569,1733140.49170895,12.7615471116458,0.81833060960127,"index",0.2,6
2017,131930.352516809,19586.3263013321,888661.694256856,11.7900294298731,0.973202814362768,"index",0.2,6
2018,1451271.84687865,203902.124440574,10329416.5243305,14.1879508657163,1.00132222104932,"index",0.2,6
2019,66297.9780891982,2153.1140330061,2041425.50340405,11.1019146793167,1.74862612052332,"index",0.2,6
2021,234245.518196022,49821.319713446,1101355.06466952,12.36412506735,0.789773078211076,"index",0.2,6
2022,460671.858495699,81821.1324731858,2593688.87712998,13.0404412648293,0.881725606205908,"index",0.2,6
2023,377210.926997056,45131.9799902743,3152710.85994101,12.8405597980309,1.08329206550751,"index",0.2,6
2024,537779.432341757,78911.2646557781,3664961.13211951,13.1952037780204,0.97916315055403,"index",0.2,6
2003,184412.57976377,40898.4293678256,831523.364119277,12.1249308077548,0.768424256826014,"index",0.2,7
2004,541085.550620143,64794.8449626017,4518470.15389706,13.2013326795599,1.08285222084239,"index",0.2,7
2005,897299.718565203,142340.046269701,5656502.20045333,13.7071452196398,0.9393902481091,"index",0.2,7
2006,71629.4594423974,9682.60923463332,529896.367361185,11.1792617130548,1.02102642490302,"index",0.2,7
2007,424138.550676769,103501.619096336,1738074.35807117,12.9578154513003,0.719642262520078,"index",0.2,7
2008,135734.10074463,23011.0714056143,800647.035516059,11.8184531093504,0.905487232824476,"index",0.2,7
2009,15127.648345432,2694.22151132177,84939.4689714212,9.62427936478996,0.880329843231574,"index",0.2,7
2010,81369.2536865612,17329.440408196,382064.007235717,11.3067527617986,0.789091372168984,"index",0.2,7
2011,413523.070964314,99448.8503375238,1719490.26700045,12.9324685862409,0.727089820768252,"index",0.2,7
2012,238720.148482376,41501.9001266853,1373125.30552801,12.3830472179912,0.892645344728595,"index",0.2,7
2013,351233.353317694,65285.9303306467,1889608.80021161,12.7692061058172,0.858523059123632,"index",0.2,7
2014,125462.645087599,26791.8532628515,587524.691104608,11.7397633445434,0.787723763887588,"index",0.2,7
2015,399924.255684263,99810.718324435,1602427.20390738,12.8990304473698,0.708176070450729,"index",0.2,7
2016,404598.256202906,79134.0327558913,2068639.03205092,12.9106498937779,0.832541615899938,"index",0.2,7
2017,416755.384940884,94212.9777950899,1843536.36772828,12.9402547218034,0.758657564083637,"index",0.2,7
2018,547572.799201142,138579.342842901,2163641.16234034,13.2132506984109,0.701060017508825,"index",0.2,7
2019,70837.0146054872,7530.91510814963,666304.501665127,11.1681369482291,1.14357463922397,"index",0.2,7
2021,482668.759810411,94150.0798746224,2474444.33405856,13.0870858998741,0.833913546526952,"index",0.2,7
2022,591255.593210485,136700.96021991,2557283.98644977,13.290003678719,0.747183439745285,"index",0.2,7
2023,728016.062252495,142481.730403641,3719826.99393215,13.4980783904691,0.832213928703419,"index",0.2,7
2024,1211345.09157263,270076.155857983,5433122.83979889,14.0072419460799,0.765719523917375,"index",0.2,7
2003,342113.417200866,64006.3887158404,1828592.31050303,12.7428975903102,0.855199086558114,"index",0.2,8
2004,192822.007649538,57538.3807529025,646183.054640843,12.1695228022041,0.61700894316223,"index",0.2,8
2005,106035.968915618,31550.3842936562,356370.515148834,11.5715336449276,0.618476975153388,"index",0.2,8
2006,88909.2857263426,14434.3474183943,547642.429493897,11.3953718674123,0.927571118124193,"index",0.2,8
2007,133300.594484301,34009.4587336902,522473.722060909,11.800361965904,0.696935256831514,"index",0.2,8
2008,78105.8280671898,14769.9205060179,413036.778063619,11.265819956183,0.849746207549654,"index",0.2,8
2009,65111.4875080348,12569.7263084419,337279.086392016,11.0838562720463,0.839204065516912,"index",0.2,8
2010,69814.6631152285,19800.4639988188,246160.250900363,11.1535993399722,0.642939716862261,"index",0.2,8
2011,85020.3100018793,23552.2342561939,306911.56661346,11.3506454481291,0.654945443097761,"index",0.2,8
2012,56652.3119974289,10909.6374416127,294188.003206417,10.9446880775815,0.840467602491517,"index",0.2,8
2013,184612.367606969,44889.3239553451,759239.018777706,12.1260135955942,0.721471585760493,"index",0.2,8
2014,165917.176403036,41953.2881388453,656170.485003463,12.0192440054969,0.701508765051893,"index",0.2,8
2015,126514.518826378,41203.6977199783,388458.423868815,11.7481123538948,0.57237228895452,"index",0.2,8
2016,86557.3018708334,20385.6812971106,367521.0260557,11.368561922971,0.737755335399024,"index",0.2,8
2017,248099.45099724,57728.6345860832,1066253.13462672,12.4215849568489,0.74393018050171,"index",0.2,8
2018,326125.623646031,40155.124847569,2648676.17277379,12.6950379347286,1.0686587087778,"index",0.2,8
2019,22424.5636838093,2027.35261843908,248038.279989194,10.0179122300514,1.22626035832153,"index",0.2,8
2021,58859.8974652021,14904.8566159973,232440.17831716,10.9829152797744,0.700764353019545,"index",0.2,8
2022,213347.366836827,50918.6933222883,893917.262332489,12.2706769465518,0.730978511286628,"index",0.2,8
2023,2059090.86253249,447654.134206366,9471274.48667821,14.5377751144838,0.778585185823153,"index",0.2,8
2024,665038.101665321,122308.220304499,3616074.82772232,13.407599613734,0.863944487454837,"index",0.2,8
2003,1470825.32325701,137220.674905072,15765314.7605539,14.2013342455965,1.2102204885689,"index",0.2,9
2004,115458.513065531,15819.8996237715,842651.885051937,11.6566665501805,1.01412202951256,"index",0.2,9
2005,96778.6512857523,14554.2806001278,643529.391937587,11.4801817043725,0.966620453571271,"index",0.2,9
2006,83093.571398712,7980.09587254025,865220.383072288,11.3277226180282,1.19543875909716,"index",0.2,9
2007,125107.143660322,17390.7683433976,900006.088620377,11.7369257984243,1.00676901440923,"index",0.2,9
2008,51071.9762193731,5937.28455652905,439316.446789449,10.8409912151799,1.09797122278067,"index",0.2,9
2009,80982.987331999,13918.1200055303,471201.874578521,11.3019943786563,0.898510138376926,"index",0.2,9
2010,47160.012316164,6108.26048864849,364108.041199933,10.7613016158083,1.04282748018571,"index",0.2,9
2011,286911.454562213,32105.9880815694,2563951.07821832,12.5669289264503,1.11743435461456,"index",0.2,9
2012,332704.720889021,42611.4827053846,2597713.67420298,12.7150106515333,1.0485558024193,"index",0.2,9
2013,132078.267333978,18927.1518582434,921674.261008688,11.7911499602007,0.991241267264486,"index",0.2,9
2014,67126.2876407447,7646.09389536474,589312.471713121,11.1143310143571,1.10837792785307,"index",0.2,9
2015,81553.3649141297,11943.645981588,556861.057257569,11.3090128691737,0.9801497299954,"index",0.2,9
2016,1303518.10199272,76852.8076248372,22109269.5860545,14.0805773994804,1.44437864148575,"index",0.2,9
2017,101801.364591369,11760.6235967011,881204.788798102,11.5307787876391,1.10117663267596,"index",0.2,9
2018,477063.449237029,64501.9069664233,3528415.59733116,13.0754047782929,1.02091402003222,"index",0.2,9
2019,2215153.08296372,85976.0774185865,57072889.6722484,14.6108320710208,1.65768745224939,"index",0.2,9
2021,43566.3544423146,8530.80369755348,222491.022731857,10.6820404443305,0.831954873167771,"index",0.2,9
2022,1435654.28770572,281004.308721909,7334774.48506864,14.1771312528831,0.832161194807681,"index",0.2,9
2023,251676.394735761,38353.6736983111,1651497.79824038,12.4358993933952,0.959861411775191,"index",0.2,9
2024,614562.796978584,88886.4200872932,4249101.61821371,13.3286663947582,0.986524117330517,"index",0.2,9
2003,188761.684776387,49532.8218053883,719340.678381142,12.1482405712952,0.682588958903004,"index",0.3,1
2004,106144.695565435,28580.4741607572,394209.568858332,11.5725584947611,0.669440593355341,"index",0.3,1
2005,136354.328817382,30409.628684676,611401.841832018,11.8230121356054,0.765574049904773,"index",0.3,1
2006,259119.706495521,59944.5324758918,1120085.84471533,12.4650454211474,0.746886411077286,"index",0.3,1
2007,118184.414995201,23088.6495033776,604953.353625752,11.6800015224283,0.833130161088324,"index",0.3,1
2008,71578.4227180248,16250.9857935812,315271.372695674,11.1785489488443,0.756462930135904,"index",0.3,1
2009,46516.0748523478,11815.9564218828,183120.616090123,10.7475532275859,0.699169526710993,"index",0.3,1
2010,83892.8428740725,19039.992705556,369643.475936842,11.3372955833824,0.756645871988661,"index",0.3,1
2011,94661.3277296108,22345.0108085972,401018.690225254,11.4580608296624,0.736596435428602,"index",0.3,1
2012,299315.800343954,96981.9222888495,923779.87795198,12.6092544834396,0.574997612388984,"index",0.3,1
2013,219753.004027425,65938.5247296975,732369.778927252,12.3002594856584,0.614185439986456,"index",0.3,1
2014,126157.519046185,35380.146327122,449848.891656156,11.7452865563055,0.648675415853357,"index",0.3,1
2015,152468.795713812,51741.0913396157,449289.589077941,11.9347152358223,0.551391605185164,"index",0.3,1
2016,574556.864767725,163615.651913057,2017628.42974911,13.2613543526915,0.64086839971786,"index",0.3,1
2017,176674.572611862,44092.456744522,707919.379236274,12.0820647464921,0.708186864408363,"index",0.3,1
2018,108567.806152416,25819.0564651692,456522.047916412,11.595130198265,0.732800239520116,"index",0.3,1
2019,58022.3117976323,4875.28625336827,690541.742859863,10.9685829017219,1.26361954653741,"index",0.3,1
2021,117305.509207225,36818.6524818544,373739.438105402,11.6725370003522,0.591223692285209,"index",0.3,1
2022,169629.932609336,47636.2052287799,604042.952180068,12.0413744762093,0.647984412508554,"index",0.3,1
2023,383663.106828916,86500.5735178577,1701692.52705854,12.8575201205278,0.760021005036559,"index",0.3,1
2024,463262.673489886,124098.480583615,1729370.92895666,13.0460495015497,0.672062744165807,"index",0.3,1
2003,216815.565550872,57641.3055896864,815543.454198853,12.2868023427917,0.675934686875263,"index",0.3,10
2004,371788.673852209,87427.7394291906,1581040.741843,12.8260808907937,0.738540608985868,"index",0.3,10
2005,154397.664965652,39737.7820897784,599898.577454267,11.947286793179,0.692476545416269,"index",0.3,10
2006,170338.698189563,32875.7643073864,882573.309311501,12.0455440762423,0.83932820761735,"index",0.3,10
2007,82697.6332083761,22506.203545532,303867.265948761,11.3229462615983,0.663991791960581,"index",0.3,10
2008,26610.3021736368,7064.11042012506,100240.248192458,10.1890537195494,0.676681488262632,"index",0.3,10
2009,109647.414469356,33699.1534062045,356761.351090834,11.6050251737172,0.601948397254231,"index",0.3,10
2010,212468.771279036,67556.907530128,668221.510120061,12.2665502978602,0.584615182067131,"index",0.3,10
2011,99828.0748218339,28844.1914475861,345499.181030698,11.5112047335791,0.633450832776699,"index",0.3,10
2012,74460.1069912603,18572.1732061507,298527.666719896,11.2180187843215,0.708481951699192,"index",0.3,10
2013,157865.629679646,47332.5261673187,526520.746981777,11.96949950511,0.614575838966713,"index",0.3,10
2014,93105.3058994805,26513.2118114212,326953.899372601,11.4414864530427,0.640873003939828,"index",0.3,10
2015,109902.926243612,33346.9367861868,362211.77598274,11.6073527664577,0.608496676076169,"index",0.3,10
2016,573045.289164158,144084.762334715,2279081.41091554,13.2587200312544,0.704381819989885,"index",0.3,10
2017,176626.108449934,50465.8700908227,618175.850927038,12.0817903956922,0.639163708404084,"index",0.3,10
2018,304734.811209624,77474.0002647948,1198638.3153777,12.6271972059362,0.698737088098338,"index",0.3,10
2019,551991.684352415,103924.840444687,2931876.71292491,13.2212882605668,0.851987610441674,"index",0.3,10
2021,109429.816342735,28569.8434024842,419144.219172148,11.6030386761029,0.685181805723516,"index",0.3,10
2022,206018.039256405,54989.9321890595,771840.058888053,12.2357190131436,0.673896881377066,"index",0.3,10
2023,2020904.03940405,481623.185044094,8479768.54790677,14.5190555135188,0.731716608728644,"index",0.3,10
2024,585112.611527886,161979.694845335,2113578.30063748,13.2795596060268,0.655284153310792,"index",0.3,10
2003,280636.132624607,64968.0226637364,1212236.96990329,12.5448142075144,0.746525829172831,"index",0.3,2
2004,586501.751580586,161187.2713233,2134066.18142417,13.2819309335684,0.65899618555937,"index",0.3,2
2005,576697.537051244,168251.955876599,1976678.65142022,13.2650732088318,0.628509169701784,"index",0.3,2
2006,216121.030978801,58597.0060896984,797110.691284129,12.2835938583464,0.665907631467134,"index",0.3,2
2007,187896.131930824,41517.2766342134,850367.828931044,12.1436445994037,0.770309907368539,"index",0.3,2
2008,289408.937909697,62164.6703942095,1347349.43193426,12.5755959769794,0.784735776703215,"index",0.3,2
2009,340329.139236027,87518.7487973493,1323418.40582441,12.7376684849043,0.69290057075235,"index",0.3,2
2010,479120.501734182,141887.627766409,1617875.06631611,13.0797074141372,0.620887299050419,"index",0.3,2
2011,207294.508871725,60179.6066935104,714046.099158099,12.2418958092729,0.6310355722695,"index",0.3,2
2012,490013.651527761,145624.738749165,1648850.19362787,13.1021885299595,0.619093121214092,"index",0.3,2
2013,493761.393564504,116619.515374273,2090561.88402361,13.1098076705049,0.736307285602036,"index",0.3,2
2014,136973.035684749,41283.9681324603,454452.741667145,11.8275393656194,0.611904020841202,"index",0.3,2
2015,208387.054190619,56738.230753533,765359.860142272,12.2471524669252,0.663761656313071,"index",0.3,2
2016,467012.268340612,121237.339464642,1798954.51140488,13.0541108068426,0.688076633508971,"index",0.3,2
2017,603006.321721026,154840.430892247,2348331.2590919,13.3096829594372,0.69365181332448,"index",0.3,2
2018,71827.7053055304,14993.373433338,344099.963386926,11.1820255483735,0.799332002713943,"index",0.3,2
2019,723283.791296295,161351.03980145,3242244.01277915,13.4915569432075,0.765432075893781,"index",0.3,2
2021,127931.030336784,40933.879266915,399824.02880294,11.7592465721893,0.581405188105494,"index",0.3,2
2022,427296.628667402,138726.071666459,1316136.22931321,12.9652337317517,0.573978491618716,"index",0.3,2
2023,1026544.86634513,145398.301886228,7247638.72032092,13.8417092225669,0.997200495969325,"index",0.3,2
2024,414728.069184246,108026.243612925,1592199.87307524,12.9353783294617,0.686364069477512,"index",0.3,2
2003,143631.661418276,37898.5021267847,544350.119504964,11.8750073947075,0.679778065642066,"index",0.3,3
2004,103147.232325084,18843.5442647553,564615.201197819,11.5439126865843,0.867356260166074,"index",0.3,3
2005,147523.119407861,36429.5260928267,597401.972904375,11.9017401842275,0.713587246524895,"index",0.3,3
2006,75863.4666486619,14203.7144752548,405194.400519614,11.2366905121774,0.854827809717966,"index",0.3,3
2007,83597.4919141338,19859.2843798099,351902.944772703,11.3337687975956,0.733351176463171,"index",0.3,3
2008,114064.401035683,22172.5712864378,586792.006012729,11.6445184892343,0.835682301218278,"index",0.3,3
2009,73405.2175565679,17489.4269475018,308090.481220527,11.2037502959532,0.731849413750124,"index",0.3,3
2010,134328.114006574,44056.1475922635,409569.224698436,11.8080406979568,0.568796429785353,"index",0.3,3
2011,209202.056056096,50814.4690026212,861280.283295697,12.2510558393086,0.722012972979313,"index",0.3,3
2012,117731.513280244,32091.9539536772,431906.054684715,11.6761619998098,0.663176154262214,"index",0.3,3
2013,144591.529668514,40865.0101828438,511604.190439132,11.8816680093183,0.644725382789156,"index",0.3,3
2014,49902.7208435106,12478.1403470358,199571.528955989,10.8178308061752,0.707205436907258,"index",0.3,3
2015,153981.194385388,52411.2219912143,452388.006299971,11.9445857595586,0.549862018150147,"index",0.3,3
2016,437817.688029617,95234.7983925726,2012755.11879015,12.9895578653325,0.778308782223264,"index",0.3,3
2017,142953.51573352,32673.1076755172,625459.56336706,11.8702747915965,0.753058311249584,"index",0.3,3
2018,396824.195365732,89082.6561495324,1767677.89414963,12.891248628758,0.762222521454834,"index",0.3,3
